Name,Client,Ink Type,Substrate,Coating,Ink number,SAP,approved_on ,created_at,Comments,customer_id
PMS 7622,,UV,,MATTE AQ,EPU7622C,1577709,,26/Oct/2018,,3
PMS 7622,,C,,MATTE AQ,EPC7622C,1577853,,30/Oct/2018,,3
PMS 7625,,C,CCNB,AQ,EPC7625C,1585886,INT,13/Mar/2019,,3
PMS 7627,,UV,EVEREST,UV,EPU7627E,1564617,CLIENT,27/Mar/2018,,3
PMS 7631,,UV,CHIP,AQ,EPU7631,1553588,,2017,,3
PMS 7635,,UV,EVEREST,UV,EPU7635E,1596341,INT,9/Jul/2019,,3
PMS 7649,,UV,Everest,UV,EPU7649E,1613422,Int,23/Apr/2020,,3
PMS 7664,,UV,,MATTE AQ,EPU7664C,1577712,,26/Oct/2018,,3
PMS 7664,,C,CCNB,MATTE AQ,EPC7664C,1579377,,27/Nov/2018,,3
PMS 7671,,UV,CCNB,MATTE AQ,EPU7671C,1578098,CLIENT,2/Nov/2018,,3
PMS 7671,,C,CCNB,MATTE AQ,EPC7671C,1579406,,27/Nov/2018,,3
PMS 7672,,UV,SBS,AQ,EPU7672E,1542580,INT,3/May/2017,,3
PMS 7684,,UV,EVEREST,AQ,EPU7689E,1593763,INT,29/May/2019,,3
PMS 7686,,UV,EVEREST,AQ,EPU7686C,1560748,INT,16/Apr/2018,,3
PMS 7687,,UV,CCNB,AQ,EPU7687C,1541954,INT,24/Apr/2017,,3
PMS 7688,,UV,EVEREST,AQ,EPU7688E,1577890,,30/Oct/2018,,3
PMS 7690,,UV,EVEREST,AQ,EPU7690E,1605627,,4/Dec/2019,,3
PMS 7702,,UV,SBS,UV,EPU7702E,1598759,,27/Aug/2019,,3
PMS 7704,,C,EVEREST,AQ,EPC7704E,1530014,,5/Oct/2014,,3
PMS 7711C GREEN,,UV,GREASE RESIST,AQ,EPS0162C,1527858,INT,25/Aug/2016,,3
PMS 7712,,UV,SBS,,EPU7712C,1495132,INT,9/Mar/2015,,3
PMS 7724,,UV,EVEREST,AQ,EPU7724E,1593764,INT,29/May/2019,,3
PMS 7727,,C,EVEREST,AQ,EPC7727E,1575282,,18/Sep/2018,,3
PMS 7731,,UV,EVEREST,,EPU7731E,1511900,INT,11/Dec/2014,,3
PMS 7737,,UV,EVEREST,,EPU7737E,1508122,,2/Oct/2015,,3
PMS 7737C GREEN,,UV,,MATTE AQ,EPS0251C,1577654,,25/Oct/2018,,3
PMS 7743,,UV,CCNB,AQ,EPU7743C,1541962,INT,24/Apr/2017,,3
PMS 8006,,UV,EVEREST,UV,EPU8006C,1565805,,10/Apr/2018,,3
PMS 806,,UV,SBS,AQ,1284433-1330,1284433,,5/Apr/2018,,3
PMS 8103,,C,PRINTKOTE,AQ,EPC8103C,1540020,INT,22/Mar/2017,,3
PMS 8281,,UV,EVEREST,,EPU8281E,1513137,,11/Jan/2016,,3
PMS 8422,,UV,EVEREST,UV,EPU8422E,1546308,,10/Jul/2017,,3
PMS 871,,UV,EVEREST,UV,EPU0871C,1497999,CLIENT,21/Apr/2015,,3
PMS 872C,,UV,SBS,AQ,EPU0872C,1475449,,14/Mar/2014,,3
PMS 872C,,UV,EVEREST,UV,EPU0872E,1607521,,14/Jan/2020,,3
PMS 873,,UV,CCNB,AQ,EPU0873E,1534042,,14/Dec/2016,,3
PMS 874,,UV,EVEREST,AQ,EPU0874E,1506317,,9/Aug/2017,,3
PMS 874,,UV,CCNB,AQ,EPU0874E,1506317,,14/Dec/2016,,3
PMS 874,,C,EVEREST,AQ,EPC0874E,1537149,CLIENT,4/Feb/2017,,3
PMS 877,Advil,UV,EVEREST,AQ,EPU0877E,1406794,,30/Apr/2020,,3
PMS 877,,C,EVEREST,AQ,EPC0877C,1475391,,15/Apr/2020,,3
PMS 8863 MET RED,,UV,SBS,,EPS0100C,1503595,,10/Jul/2015,,3
PMS 9064,,UV,EVEREST,UV,EPU9064C,1497998,CLIENT,21/Apr/2015,,3
PMS 9162,,UV,EVEREST,AQ,EPU9162,1597940,INT,13/Aug/2019,,3
PMS 9303,,UV,EVEREST,UV,EPU9303E,1605026,CLIENT,11/Dec/2019,,3
PMS 9540,,UV,EVEREST,MATTE,EPU9540E,1605969,INT,10/Dec/2019,UNCOATED SIDE,3
PMS 9580,,UV,CCNB,ST,EPU9580C,1583455,,1/Feb/2019,,3
PMS BEIGE SCREENWORK,,CONV,PRINTKOTE,SATIN AQ,EPS0240C,1575398,,19/Sep/2018,,3
PMS BLACK C,LOBLAWS,UV,MILLMASK,AQ,EPS0183E,1522773,,22/Apr/2019,,3
PMS CARDBOARD BEIGE,,UV,EVEREST UNC,,EPS0239U,1575080,,,,3
PMS COOL GREY #5,,UV,EVEREST,AQ,EPS0274E,1585700,,11/Mar/2109,,3
PMS COOL GREY 5,,UV,EVEREST,AQ,EPS0218C,1560749,INT,1/Feb/2018,,3
PMS COOL GREY 8,,UV,EVEREST,AQ,EPS0217C,1559577,,17/Jan/2018,,3
PMS PANTONE PINK,,UV,EVEREST,UV,EPS0222E,1565582,CLIENT,9/Apr/2018,,3
PMS PANTONE PURPLE C,,UV,CCNB,AQ,EPS0197C,1544955,,14/Jun/2017,,3
PMS WAL FLEX BLUE C,,UV,EVEREST,AQ,EPS0221E,1565429,CLIENT,5/Apr/2018,,3
PMS WARM GREY 5 C,,UV,MILLMASK,AQ,EPS0285E,1588532,,22/Apr/2019,,3
PMS WARM RED,,UV,EVEREST,ST+UV,EPS0174E,1530492,,31/Oct/2016,,3
PMS WARM RED,,UV,EVEREST,UV,EPS0289E,1593828,,3/Jun/2019,,3
PMS YELLOW,,C,SBS,,EPS0036C,1473428,,31/Jan/2014,,3
PRO BLACK,,C,EVEREST,AQ,PRO BLACK,1263760,,6/May/2016,,3
PRO CYAN,SAP NOT EXIST,C,CCNB,,PRO CYAN,1263761,,28/Sep/2017,,3
PRO MAGENTA,,C,EVEREST,AQ,PRO MAGENTA,1263772,,6/May/2016,,3
PRO YELLOW,,C,EVEREST,AQ,PRO YELLOW,1263773,,6/May/2016,,3
PROCESS BLACK,,UV,EVEREST,AQ,PRO BLACK,1372459,CLIENT,19/Jun/2019,,3
RHODAMINE RED,,C,,,EPS0023C,1472258,INT,2/Nov/2017,,3
Rubine Red,Advil,UV,Everest,AQ,EPS0303E,1611141,INT,10/Mar/2020,,3
SLOW MAG SPECIAL 151 ORANGE,CPC,C,SBS,AQ,EPS0060C,1486523,INT,25/Sep/2014,OK TO COLOUR STANDARD,3
SLOW MAG SPECIAL 281 BLUE,CPC,C,SBS,AQ,EPS0059C,1486497,INT,25/Sep/2014,OK TO COLOUR STANDARD,3
SLOW MAG SPECIAL 626 GREEN,CPC,C,SBS,AQ,EPS0061C,1486524,INT,25/Sep/2014,OK TO COLOUR STANDARD,3
SP TUXEDO BROWN,,UV,EVEREST,AQ,EPS0090C,1500691,,8/Jun/2015,KINGS PASTRY BAR CAKE,3
SP TUXEDO YELLOW,,UV,EVEREST,AQ,EPS0091C,1500734,,8/Jun/2015,KINGS PASTRY BAR CAKE,3
TOM FORD FOIL GOLD,,UV,EVEREST,UV,EPS0123E,1519585,,12/Apr/2016,UV KCC7055,3
TUMS 2757C BLUE,NOWPAK,UV,ANGLECOAT,AQ,EPS0214C,1557684,,12/Dec/2017,,3
UP & UP CYAN,QPSI,UV,EVEREST,AQ,EPS0271C,1583307,INT,1/Feb/2019,,3
UP & UP GREEN,QPSI,UV,EVEREST,AQ,EPS0272C,1583308,INT,1/Feb/2019,,3
UP & UP RED,QPSI,UV,EVEREST,AQ,EPS0273C,1583323,INT,1/Feb/2019,,3
UV ORANGE (MADIS+IK),,UV,N FLUTE,AQ,EPS0209,1550457,,3/Oct/2017,,3
WAL FLEX BLUE,,CONV,EVEREST,AQ,EPS0236E,1574699,,6/Sep/2018,,3
WARM GREY 4C,,CONV,EVEREST,AQ,EPS0144E,1525071,CLIENT,26/Jan/2018,,3
WRIGLEYS 10451 GREEN,NOWPAK,UV,STRATHCOTE,AQ,EPS0171C,1528435,CLIENT,7/Sep/2017,,3
WRIGLEYS 10451 GREEN,NOWPAK,UV,EVEREST,AQ,EPS0171C,1528435,CLIENT,7/Sep/2017,,3
WRIGLEYS 20191 RED,NOWPAK,CONV,CCNB,AQ,EPS0243C,1577150,,17/Oct/2018,,3
WRIGLEYS 20761 RED,NOWPAK,UV,STRATHCOTE,AQ,EPS0158C,1528204,CLIENT,23/Aug/2016,,3
WRIGLEYS 22170 LT PINK,NOWPAK,UV,STRATHCOTE,AQ,EPS0151C,1528196,,23/Aug/2016,,3
WRIGLEYS 22230 PINK,NOWPAK,UV,STRATHCOTE,AQ,EPS0149C,1528192,CLIENT,23/Aug/2016,,3
WRIGLEYS 30131 DK BLUE,NOWPAK,UV,STRATHCOTE,AQ,EPS0156C,1528201,CLIENT,23/Aug/2016,,3
WRIGLEYS 3023 DK BLUE,,C,ABS,,EPS0128C,1520164,,19/Apr/2016,,3
WRIGLEYS 30231 DK BLUE,NOWPAK,UV,EVEREST,AQ,EPS0169C,1528400,CLIENT,7/Sep/2017,,3
WRIGLEYS 30671 LT GREEN,NOWPAK,UV,EVEREST,AQ,EPS0170C,1528432,CLIENT,7/Sep/2017,,3
WRIGLEYS 30671 LT GREEN,NOWPAK,UV,STRATHCOTE,AQ,EPS0170C,1528432,CLIENT,7/Sep/2017,,3
WRIGLEYS 30921 BLUE,NOWPAK,UV,EVEREST,AQ,EPS0172C,1528437,CLIENT,7/Sep/2017,,3
WRIGLEYS 30921 BLUE,NOWPAK,UV,STRATHCOTE,AQ,EPS0172C,1528437,CLIENT,7/Sep/2017,,3
WRIGLEYS 31321,NOWPAK,UV,STRATHCOTE,AQ,EPS0167C,1528208,,24/Sep/2014,,3
WRIGLEYS 31921 BLUE,NOWPAK,UV,EVEREST,AQ,EPS0238E,1574812,CLIENT,10/Sep/2018,,3
WRIGLEYS 32130 BLUE,NOWPAK,UV,STRATHCOTE,AQ,EPS0155C,1528200,CLIENT,23/Aug/2016,,3
WRIGLEYS 40621 YELLOW,NOWPAK,UV,STRATHCOTE,,EPS0159C,1527968,,29/Aug/2016,,3
WRIGLEYS 40640 YELLOW,NOWPAK,UV,STRATHCOTE,AQ,EPS0153C,1528198,CLIENT,23/Aug/2016,,3
WRIGLEYS 40640 YELLOW,NOWPAK,CONV,CCNB,AQ,EPS20245C,1577598,,25/Oct/2018,,3
WRIGLEYS 60211 PURPLE,NOWPAK,UV,STRATHCOTE,AQ,EPS0157C,1528203,CLIENT,23/Aug/2016,,3
WRIGLEYS 90041M SILVER,NOWPAK,UV,EVEREST,AQ,EPS0168,1528370,CLIENT,7/Sep/2017,,3
WRIGLEYS DK BLUE 30131,NOWPAK,CONV,CCNB,AQ,EPS0250C,1577612,,25/Oct/2018,,3
WRIGLEYS LT PINK 22170,NOWPAK,CONV,CCNB,AQ,EPS0246C,1577624,,25/Oct/2018,,3
WRIGLEYS PINK 22230 ,NOWPAK,CONV,CCNB,AQ,EPS0247C,1577623,,25/Oct/2018,,3
WRIGLEYS PURPLE 60211,NOWPAK,CONV,CCNB,AQ,EPS0249C,1577601,,25/Oct/2018,,3
WRIGLEYS RED 20761,NOWPAK,CONV,CCNB,AQ,EPS0248C,1577599,,25/Oct/2018,,3
WRIGLEYS RED 22101,NOWPAK,CONV,CCNB,AQ,EPS0234C,1573538,CLIENT,19/Sep/2018,,3
WRIGLEYS YELLOW 40621,NOWPAK,UV,CCNB,AQ,EPS0233C,1573536,CLIENT,16/Sep/2018,,3
ZERO FRICTION BLUE,,UV,EVEREST,UV,EPS0122E,1518940,,4/Apr/2016,UV KCC7055,3
